Hour:,total number of Shipment:, Total Miles Driven: ,Truck 0's coordinates ,Truck 1's coordinates ,Truck 2's coordinates ,Truck 3's coordinates ,Truck 4's coordinates ,Truck 5's coordinates ,Truck 6's coordinates ,Truck 7's coordinates ,Truck 8's coordinates ,Truck 9's coordinates ,Truck 10's coordinates ,Truck 11's coordinates ,Truck 12's coordinates ,Truck 13's coordinates ,Truck 14's coordinates ,Truck 15's coordinates ,Truck 16's coordinates ,Truck 17's coordinates ,Truck 18's coordinates ,Truck 19's coordinates ,
377,1380,56444.34819246732,(213.98985239667576:118.70349468157072),(307.7685631658442:61.93442618064987),(308.7867787008061:198.01987007455386),(127.00494180377933:36.38717648070611),(357.7362471524559:79.60041105830324),(250.49800991421034:51.22148515341124),(323.7209207436149:197.6493724220946),(271.0011894081328:146.85351915394313),(304.0637466351621:52.11214153134579),(334.802316555367:161.66679890939324),(129.76597391137187:122.01289644468018),(163.79067115250302:89.48106700578512),(284.997695366145:89.5038185636977),(155.10949117952953:40.00480224471624),(243.30861344656375:217.46372787399713),(332.6993644711664:119.48737827387404),(210.18294082048288:49.81325288289942),(212.79501964139376:182.197822207106),(52.730290762014576:167.55627079694625),(121.72439175483947:90.85573384187335),
378,1387,56470.83682369015,(213.98985239667576:118.70349468157072),(307.7685631658442:61.93442618064987),(308.7867787008061:198.01987007455386),(127.00494180377933:36.38717648070611),(357.7362471524559:79.60041105830324),(250.49800991421034:51.22148515341124),(323.7209207436149:197.6493724220946),(271.0011894081328:146.85351915394313),(304.0637466351621:52.11214153134579),(334.802316555367:161.66679890939324),(129.76597391137187:122.01289644468018),(163.79067115250302:89.48106700578512),(284.997695366145:89.5038185636977),(155.10949117952953:40.00480224471624),(243.30861344656375:217.46372787399713),(332.6993644711664:119.48737827387404),(210.18294082048288:49.81325288289942),(212.79501964139376:182.197822207106),(45.60419580434872:163.92050806344324),(121.72439175483947:90.85573384187335),
379,1394,56512.87346164314,(213.98985239667576:118.70349468157072),(307.7685631658442:61.93442618064987),(308.7867787008061:198.01987007455386),(127.00494180377933:36.38717648070611),(357.7362471524559:79.60041105830324),(250.49800991421034:51.22148515341124),(323.7209207436149:197.6493724220946),(271.0011894081328:146.85351915394313),(304.0637466351621:52.11214153134579),(334.802316555367:161.66679890939324),(129.76597391137187:122.01289644468018),(163.79067115250302:89.48106700578512),(284.997695366145:89.5038185636977),(155.10949117952953:40.00480224471624),(243.30861344656375:217.46372787399713),(332.6993644711664:119.48737827387404),(210.18294082048288:49.81325288289942),(212.79501964139376:182.197822207106),(45.60419580434872:163.92050806344324),(111.820191296775:92.23660794419965),
380,1401,56604.81169407564,(215.9366867333429:119.16157334902181),(307.7685631658442:61.93442618064987),(308.7867787008061:198.01987007455386),(127.00494180377933:36.38717648070611),(357.7362471524559:79.60041105830324),(250.49800991421034:51.22148515341124),(323.7209207436149:197.6493724220946),(271.0011894081328:146.85351915394313),(304.0637466351621:52.11214153134579),(334.802316555367:161.66679890939324),(129.76597391137187:122.01289644468018),(163.79067115250302:89.48106700578512),(284.997695366145:89.5038185636977),(155.10949117952953:40.00480224471624),(243.30861344656375:217.46372787399713),(332.6993644711664:119.48737827387404),(210.18294082048288:49.81325288289942),(212.79501964139376:182.197822207106),(45.60419580434872:163.92050806344324),(111.820191296775:92.23660794419965),
381,1408,56615.79810146493,(215.9366867333429:119.16157334902181),(307.6511191219413:63.930974926999866),(308.7867787008061:198.01987007455386),(127.00494180377933:36.38717648070611),(357.7362471524559:79.60041105830324),(250.49800991421034:51.22148515341124),(323.7209207436149:197.6493724220946),(271.0011894081328:146.85351915394313),(304.0637466351621:52.11214153134579),(334.802316555367:161.66679890939324),(129.76597391137187:122.01289644468018),(163.79067115250302:89.48106700578512),(284.997695366145:89.5038185636977),(155.10949117952953:40.00480224471624),(243.30861344656375:217.46372787399713),(332.6993644711664:119.48737827387404),(210.18294082048288:49.81325288289942),(212.79501964139376:182.197822207106),(45.60419580434872:163.92050806344324),(111.820191296775:92.23660794419965),
382,1415,56695.29560141093,(215.9366867333429:119.16157334902181),(307.6511191219413:63.930974926999866),(310.7755565271643:198.2314421837409),(127.00494180377933:36.38717648070611),(357.7362471524559:79.60041105830324),(250.49800991421034:51.22148515341124),(323.7209207436149:197.6493724220946),(271.0011894081328:146.85351915394313),(304.0637466351621:52.11214153134579),(334.802316555367:161.66679890939324),(129.76597391137187:122.01289644468018),(163.79067115250302:89.48106700578512),(284.997695366145:89.5038185636977),(155.10949117952953:40.00480224471624),(243.30861344656375:217.46372787399713),(332.6993644711664:119.48737827387404),(210.18294082048288:49.81325288289942),(212.79501964139376:182.197822207106),(45.60419580434872:163.92050806344324),(111.820191296775:92.23660794419965),
383,1422,56816.92495654094,(215.9366867333429:119.16157334902181),(307.6511191219413:63.930974926999866),(310.7755565271643:198.2314421837409),(125.00520189871509:36.35492261126959),(357.7362471524559:79.60041105830324),(250.49800991421034:51.22148515341124),(323.7209207436149:197.6493724220946),(271.0011894081328:146.85351915394313),(304.0637466351621:52.11214153134579),(334.802316555367:161.66679890939324),(129.76597391137187:122.01289644468018),(163.79067115250302:89.48106700578512),(284.997695366145:89.5038185636977),(155.10949117952953:40.00480224471624),(243.30861344656375:217.46372787399713),(332.6993644711664:119.48737827387404),(210.18294082048288:49.81325288289942),(212.79501964139376:182.197822207106),(45.60419580434872:163.92050806344324),(111.820191296775:92.23660794419965),
384,1429,56928.274825114306,(215.9366867333429:119.16157334902181),(307.6511191219413:63.930974926999866),(310.7755565271643:198.2314421837409),(125.00520189871509:36.35492261126959),(356.0907864762694:80.73727479821393),(250.49800991421034:51.22148515341124),(323.7209207436149:197.6493724220946),(271.0011894081328:146.85351915394313),(304.0637466351621:52.11214153134579),(334.802316555367:161.66679890939324),(129.76597391137187:122.01289644468018),(163.79067115250302:89.48106700578512),(284.997695366145:89.5038185636977),(155.10949117952953:40.00480224471624),(243.30861344656375:217.46372787399713),(332.6993644711664:119.48737827387404),(210.18294082048288:49.81325288289942),(212.79501964139376:182.197822207106),(45.60419580434872:163.92050806344324),(111.820191296775:92.23660794419965),
385,1436,56955.84917517427,(215.9366867333429:119.16157334902181),(307.6511191219413:63.930974926999866),(310.7755565271643:198.2314421837409),(125.00520189871509:36.35492261126959),(356.0907864762694:80.73727479821393),(248.62251239276293:50.526856441764046),(323.7209207436149:197.6493724220946),(271.0011894081328:146.85351915394313),(304.0637466351621:52.11214153134579),(334.802316555367:161.66679890939324),(129.76597391137187:122.01289644468018),(163.79067115250302:89.48106700578512),(284.997695366145:89.5038185636977),(155.10949117952953:40.00480224471624),(243.30861344656375:217.46372787399713),(332.6993644711664:119.48737827387404),(210.18294082048288:49.81325288289942),(212.79501964139376:182.197822207106),(45.60419580434872:163.92050806344324),(111.820191296775:92.23660794419965),
386,1443,57014.22660890092,(215.9366867333429:119.16157334902181),(307.6511191219413:63.930974926999866),(310.7755565271643:198.2314421837409),(125.00520189871509:36.35492261126959),(356.0907864762694:80.73727479821393),(248.62251239276293:50.526856441764046),(327.6744075342174:198.25760115911035),(271.0011894081328:146.85351915394313),(304.0637466351621:52.11214153134579),(334.802316555367:161.66679890939324),(129.76597391137187:122.01289644468018),(163.79067115250302:89.48106700578512),(284.997695366145:89.5038185636977),(155.10949117952953:40.00480224471624),(243.30861344656375:217.46372787399713),(332.6993644711664:119.48737827387404),(210.18294082048288:49.81325288289942),(212.79501964139376:182.197822207106),(45.60419580434872:163.92050806344324),(111.820191296775:92.23660794419965),
387,1450,57267.37251864282,(215.9366867333429:119.16157334902181),(307.6511191219413:63.930974926999866),(310.7755565271643:198.2314421837409),(125.00520189871509:36.35492261126959),(356.0907864762694:80.73727479821393),(248.62251239276293:50.526856441764046),(327.6744075342174:198.25760115911035),(267.15914674540295:145.74054647783487),(304.0637466351621:52.11214153134579),(334.802316555367:161.66679890939324),(129.76597391137187:122.01289644468018),(163.79067115250302:89.48106700578512),(284.997695366145:89.5038185636977),(155.10949117952953:40.00480224471624),(243.30861344656375:217.46372787399713),(332.6993644711664:119.48737827387404),(210.18294082048288:49.81325288289942),(212.79501964139376:182.197822207106),(45.60419580434872:163.92050806344324),(111.820191296775:92.23660794419965),
388,1457,57332.51649386798,(215.9366867333429:119.16157334902181),(307.6511191219413:63.930974926999866),(310.7755565271643:198.2314421837409),(125.00520189871509:36.35492261126959),(356.0907864762694:80.73727479821393),(248.62251239276293:50.526856441764046),(327.6744075342174:198.25760115911035),(267.15914674540295:145.74054647783487),(300.06710172122325:52.2759384540482),(334.802316555367:161.66679890939324),(129.76597391137187:122.01289644468018),(163.79067115250302:89.48106700578512),(284.997695366145:89.5038185636977),(155.10949117952953:40.00480224471624),(243.30861344656375:217.46372787399713),(332.6993644711664:119.48737827387404),(210.18294082048288:49.81325288289942),(212.79501964139376:182.197822207106),(45.60419580434872:163.92050806344324),(111.820191296775:92.23660794419965),
389,1464,57441.13137156225,(215.9366867333429:119.16157334902181),(307.6511191219413:63.930974926999866),(310.7755565271643:198.2314421837409),(125.00520189871509:36.35492261126959),(356.0907864762694:80.73727479821393),(248.62251239276293:50.526856441764046),(327.6744075342174:198.25760115911035),(267.15914674540295:145.74054647783487),(300.06710172122325:52.2759384540482),(332.47941782885675:158.4103988255004),(129.76597391137187:122.01289644468018),(163.79067115250302:89.48106700578512),(284.997695366145:89.5038185636977),(155.10949117952953:40.00480224471624),(243.30861344656375:217.46372787399713),(332.6993644711664:119.48737827387404),(210.18294082048288:49.81325288289942),(212.79501964139376:182.197822207106),(45.60419580434872:163.92050806344324),(111.820191296775:92.23660794419965),
390,1471,57773.80252158842,(215.9366867333429:119.16157334902181),(307.6511191219413:63.930974926999866),(310.7755565271643:198.2314421837409),(125.00520189871509:36.35492261126959),(356.0907864762694:80.73727479821393),(248.62251239276293:50.526856441764046),(327.6744075342174:198.25760115911035),(267.15914674540295:145.74054647783487),(300.06710172122325:52.2759384540482),(332.47941782885675:158.4103988255004),(133.54313043302304:123.32936467861072),(163.79067115250302:89.48106700578512),(284.997695366145:89.5038185636977),(155.10949117952953:40.00480224471624),(243.30861344656375:217.46372787399713),(332.6993644711664:119.48737827387404),(210.18294082048288:49.81325288289942),(212.79501964139376:182.197822207106),(45.60419580434872:163.92050806344324),(111.820191296775:92.23660794419965),
391,1478,57957.35424900179,(215.9366867333429:119.16157334902181),(307.6511191219413:63.930974926999866),(310.7755565271643:198.2314421837409),(125.00520189871509:36.35492261126959),(356.0907864762694:80.73727479821393),(248.62251239276293:50.526856441764046),(327.6744075342174:198.25760115911035),(267.15914674540295:145.74054647783487),(300.06710172122325:52.2759384540482),(332.47941782885675:158.4103988255004),(133.54313043302304:123.32936467861072),(160.25333805526634:91.34849158503697),(284.997695366145:89.5038185636977),(155.10949117952953:40.00480224471624),(243.30861344656375:217.46372787399713),(332.6993644711664:119.48737827387404),(210.18294082048288:49.81325288289942),(212.79501964139376:182.197822207106),(45.60419580434872:163.92050806344324),(111.820191296775:92.23660794419965),
392,1485,57995.534755941415,(215.9366867333429:119.16157334902181),(307.6511191219413:63.930974926999866),(310.7755565271643:198.2314421837409),(125.00520189871509:36.35492261126959),(356.0907864762694:80.73727479821393),(248.62251239276293:50.526856441764046),(327.6744075342174:198.25760115911035),(267.15914674540295:145.74054647783487),(300.06710172122325:52.2759384540482),(332.47941782885675:158.4103988255004),(133.54313043302304:123.32936467861072),(160.25333805526634:91.34849158503697),(282.5765214380474:86.31980901441864),(155.10949117952953:40.00480224471624),(243.30861344656375:217.46372787399713),(332.6993644711664:119.48737827387404),(210.18294082048288:49.81325288289942),(212.79501964139376:182.197822207106),(45.60419580434872:163.92050806344324),(111.820191296775:92.23660794419965),
393,1492,58156.909945963,(215.9366867333429:119.16157334902181),(307.6511191219413:63.930974926999866),(310.7755565271643:198.2314421837409),(125.00520189871509:36.35492261126959),(356.0907864762694:80.73727479821393),(248.62251239276293:50.526856441764046),(327.6744075342174:198.25760115911035),(267.15914674540295:145.74054647783487),(300.06710172122325:52.2759384540482),(332.47941782885675:158.4103988255004),(133.54313043302304:123.32936467861072),(160.25333805526634:91.34849158503697),(282.5765214380474:86.31980901441864),(149.11525387318898:39.7418970997013),(243.30861344656375:217.46372787399713),(332.6993644711664:119.48737827387404),(210.18294082048288:49.81325288289942),(212.79501964139376:182.197822207106),(45.60419580434872:163.92050806344324),(111.820191296775:92.23660794419965),
394,1499,58329.00755525086,(215.9366867333429:119.16157334902181),(307.6511191219413:63.930974926999866),(310.7755565271643:198.2314421837409),(125.00520189871509:36.35492261126959),(356.0907864762694:80.73727479821393),(248.62251239276293:50.526856441764046),(327.6744075342174:198.25760115911035),(267.15914674540295:145.74054647783487),(300.06710172122325:52.2759384540482),(332.47941782885675:158.4103988255004),(133.54313043302304:123.32936467861072),(160.25333805526634:91.34849158503697),(282.5765214380474:86.31980901441864),(149.11525387318898:39.7418970997013),(249.27222468059344:216.80392407789174),(332.6993644711664:119.48737827387404),(210.18294082048288:49.81325288289942),(212.79501964139376:182.197822207106),(45.60419580434872:163.92050806344324),(111.820191296775:92.23660794419965),
